ensembl_gene_id	HCT116_Nut0h_1	HCT116_Nut0h_2	HCT116_Nut10h_1	HCT116_Nut10h_2	HCT116_Nut1h_1	HCT116_Nut1h_2
ENSG00000236105	0	0	0	0	1	0
ENSG00000236106	0	0	0	0	0	0
ENSG00000236107	0	0	0	2	0	0
ENSG00000236108	0	0	0	0	0	0
ENSG00000236109	0	0	0	0	0	0
ENSG00000236110	0	0	0	0	0	0
ENSG00000236111	2	2	6	3	0	2
ENSG00000236114	0	0	0	0	0	1
ENSG00000236115	0	0	1	1	0	0
ENSG00000236116	0	0	0	0	0	0
ENSG00000236117	0	1	0	0	0	0
ENSG00000236118	0	0	0	0	0	0
ENSG00000236119	0	0	0	0	0	0
ENSG00000236120	0	0	0	0	0	0
ENSG00000236121	0	0	0	0	0	0
ENSG00000236123	0	0	0	0	0	0
ENSG00000236124	0	0	0	0	0	0
ENSG00000236125	0	0	0	0	0	0
ENSG00000236126	0	0	0	0	0	0
ENSG00000236129	0	0	0	0	0	0
ENSG00000236130	0	0	0	0	0	0
ENSG00000236131	0	0	0	0	0	0
ENSG00000236132	0	1	0	1	3	4
ENSG00000236133	0	0	0	0	0	0
ENSG00000236136	0	0	0	0	0	0
ENSG00000236137	17	16	11	21	20	17
ENSG00000236138	0	0	0	0	0	0
ENSG00000236140	4	0	1	0	1	0
ENSG00000236141	0	0	0	0	0	0
ENSG00000236144	657	725	641	734	731	552
ENSG00000236145	0	0	0	0	0	0
ENSG00000236146	0	0	0	0	0	0
ENSG00000236148	0	0	1	0	0	0
ENSG00000236151	0	0	0	0	0	0
ENSG00000236152	1	0	2	0	0	1
ENSG00000236153	1	0	0	0	1	0
ENSG00000236154	0	0	0	0	0	0
ENSG00000236155	0	0	0	0	1	2
ENSG00000236156	0	0	0	0	0	0
ENSG00000236157	0	0	0	0	0	0
ENSG00000236158	0	0	0	0	0	0
ENSG00000236159	0	0	0	0	0	0
ENSG00000236160	0	0	0	0	0	0
ENSG00000236162	0	0	0	0	0	0
ENSG00000236164	0	0	1	0	0	0
ENSG00000236165	1	1	0	0	0	2
ENSG00000236166	1	1	0	0	0	0
ENSG00000236167	0	0	0	0	0	0
ENSG00000236168	0	0	0	0	0	0
ENSG00000236169	0	0	0	0	0	0
ENSG00000236170	0	0	0	0	0	0
ENSG00000236171	0	0	0	0	0	0
ENSG00000236172	0	0	0	0	0	0
ENSG00000236173	0	0	0	1	1	0
ENSG00000236175	0	0	0	0	0	0
ENSG00000236176	0	0	0	0	0	0
ENSG00000236179	0	0	0	0	0	0
ENSG00000236180	0	0	1	0	0	0
ENSG00000236182	0	0	0	0	0	0
ENSG00000236184	5	9	12	6	16	11
ENSG00000236185	0	0	0	0	0	0
ENSG00000236187	0	0	0	0	0	0
ENSG00000236188	1	0	2	4	0	0
ENSG00000236189	0	0	0	0	0	0
ENSG00000236190	0	0	0	0	0	0
ENSG00000236191	0	0	0	0	0	0
ENSG00000236193	0	0	0	0	0	0
ENSG00000236194	1	5	0	2	14	6
ENSG00000236195	0	0	0	0	0	0
ENSG00000236197	0	1	0	0	1	0
ENSG00000236198	0	0	0	0	0	0
ENSG00000236199	4	5	4	5	6	7
ENSG00000236200	37	43	24	22	41	19
ENSG00000236202	2	4	3	0	0	0
ENSG00000236204	6	4	14	16	8	4
ENSG00000236205	0	0	0	0	0	0
ENSG00000236206	0	0	0	0	0	0
ENSG00000236208	0	0	0	0	0	0
ENSG00000236209	0	0	0	0	0	0
ENSG00000236211	0	0	0	0	0	0
ENSG00000236212	0	1	0	0	0	0
ENSG00000236213	0	0	1	0	0	0
ENSG00000236216	0	0	0	0	0	0
ENSG00000236217	0	0	0	0	0	0
ENSG00000236226	0	0	0	0	1	0
ENSG00000236229	0	0	0	0	0	0
ENSG00000236230	0	0	0	0	0	0
ENSG00000236231	0	0	0	0	0	0
ENSG00000236232	0	0	0	0	0	0
ENSG00000236233	1	2	16	27	2	6
ENSG00000236234	1	1	1	1	2	0
ENSG00000236235	0	0	0	0	0	0
ENSG00000236238	0	0	0	0	0	0
ENSG00000236240	0	0	0	0	0	0
ENSG00000236241	0	0	0	0	0	0
ENSG00000236242	0	1	0	2	0	0
ENSG00000236243	0	0	0	0	0	0
ENSG00000236244	0	0	0	0	0	0
ENSG00000236246	0	0	0	0	0	0
ENSG00000236247	0	0	0	0	0	0
ENSG00000236248	0	0	0	0	0	0
ENSG00000236249	0	0	0	0	0	0
ENSG00000236252	1	0	0	1	0	0
ENSG00000236253	0	0	0	0	0	0
ENSG00000236254	0	0	0	0	1	0
ENSG00000236255	84	121	86	86	236	153
ENSG00000236256	1	3	2	3	6	4
ENSG00000236257	7	4	11	18	10	5
ENSG00000236258	0	0	0	0	0	0
ENSG00000236259	0	0	0	0	0	0
ENSG00000236261	0	0	0	0	0	0
ENSG00000236262	0	0	0	0	0	0
ENSG00000236263	0	0	0	0	0	0
ENSG00000236264	58	59	59	48	101	75
ENSG00000236266	2	2	0	0	4	5
ENSG00000236267	0	0	0	0	0	0
ENSG00000236268	0	0	0	0	0	0
ENSG00000236269	11	14	11	17	27	13
ENSG00000236272	0	0	0	2	0	0
ENSG00000236274	0	0	0	1	0	0
ENSG00000236276	0	0	0	0	0	0
ENSG00000236277	0	0	0	0	0	0
ENSG00000236278	0	0	0	0	0	0
ENSG00000236279	0	1	2	0	1	0
ENSG00000236280	0	0	0	0	0	0
ENSG00000236281	1	4	1	4	0	0
ENSG00000236283	0	0	0	0	0	0
ENSG00000236284	0	0	0	0	0	0
ENSG00000236285	4	4	1	1	4	9
ENSG00000236287	587	690	714	910	1079	836
ENSG00000236289	0	0	0	0	0	0
ENSG00000236290	0	0	0	0	0	0
ENSG00000236292	0	0	0	0	0	0
ENSG00000236294	0	0	0	0	0	0
ENSG00000236295	0	0	0	0	0	0
ENSG00000236296	0	0	0	0	1	0
ENSG00000236297	2	2	2	3	6	1
ENSG00000236299	0	0	0	0	0	0
ENSG00000236300	0	0	0	0	0	0
ENSG00000236301	0	0	0	0	1	0
ENSG00000236303	0	0	0	0	0	0
ENSG00000236304	0	0	0	0	1	0
ENSG00000236305	33	46	38	45	12	16
ENSG00000236306	0	0	0	0	0	0
ENSG00000236307	3	6	4	9	11	5
ENSG00000236308	13	7	5	10	20	18
ENSG00000236309	0	0	0	0	0	0
ENSG00000236310	0	1	0	0	0	0
ENSG00000236311	0	1	3	0	1	1
ENSG00000236312	0	0	1	0	0	2
ENSG00000236313	0	0	0	0	0	0
ENSG00000236316	0	0	0	0	0	0
ENSG00000236317	8	1	4	1	3	0
ENSG00000236318	0	0	0	0	0	1
ENSG00000236319	0	0	0	0	0	0
ENSG00000236320	0	0	0	0	0	0
ENSG00000236322	0	0	0	0	0	0
ENSG00000236323	0	0	0	0	0	0
ENSG00000236324	0	0	0	0	0	0
ENSG00000236325	0	0	0	0	0	0
ENSG00000236326	0	0	0	0	0	0
ENSG00000236327	1	0	0	0	0	0
ENSG00000236330	3	1	1	3	6	1
ENSG00000236332	0	0	0	0	0	0
ENSG00000236333	60	73	79	120	74	60
ENSG00000236334	1	1	0	0	0	1
ENSG00000236335	0	0	0	0	0	0
ENSG00000236336	0	0	0	0	0	0
ENSG00000236337	1	5	0	2	4	1
ENSG00000236338	0	0	0	0	0	0
ENSG00000236339	0	0	0	0	0	0
ENSG00000236340	0	0	0	0	0	0
ENSG00000236341	0	0	0	0	0	0
ENSG00000236343	0	0	0	0	0	0
ENSG00000236345	3	1	6	1	16	3
ENSG00000236347	0	0	1	0	0	0
ENSG00000236348	0	1	0	0	3	0
ENSG00000236349	0	3	4	8	7	6
ENSG00000236352	0	0	0	0	0	1
ENSG00000236354	0	0	0	0	0	0
ENSG00000236355	0	0	0	0	0	0
ENSG00000236356	0	0	0	0	0	0
ENSG00000236357	0	0	0	0	0	0
ENSG00000236358	4	3	1	4	3	2
ENSG00000236359	14	14	12	17	43	16
ENSG00000236360	1	0	1	1	0	0
ENSG00000236361	0	0	0	0	0	1
ENSG00000236362	0	0	0	0	0	0
ENSG00000236364	5	10	4	11	24	7
ENSG00000236365	0	0	0	0	0	0
ENSG00000236366	5	3	6	9	4	3
ENSG00000236371	0	0	0	0	0	0
ENSG00000236372	0	0	0	0	0	0
ENSG00000236373	0	0	0	1	0	0
ENSG00000236375	0	0	0	0	0	0
ENSG00000236376	0	0	0	0	0	0
ENSG00000236377	0	0	0	0	1	1
ENSG00000236378	0	0	0	0	0	0
ENSG00000236379	0	0	0	0	0	0
ENSG00000236380	0	0	0	0	0	0
ENSG00000236382	0	0	0	0	0	0
ENSG00000236383	5	9	9	22	19	9
ENSG00000236384	2	2	4	3	1	4
ENSG00000236385	0	0	0	0	0	0
ENSG00000236386	0	0	0	0	0	0
ENSG00000236387	0	0	0	0	0	0
ENSG00000236388	0	0	0	0	0	1
ENSG00000236389	0	0	0	0	0	0
ENSG00000236390	0	0	0	0	0	0
ENSG00000236391	2	5	0	1	3	2
ENSG00000236392	0	0	0	0	0	0
ENSG00000236393	8	10	11	8	3	4
ENSG00000236394	8	8	13	2	4	3
ENSG00000236395	0	0	0	0	0	0
ENSG00000236396	0	0	0	0	0	0
ENSG00000236397	162	137	157	180	101	94
ENSG00000236398	0	0	0	0	0	0
ENSG00000236400	0	0	0	0	0	0
ENSG00000236401	0	0	0	0	0	0
ENSG00000236403	0	0	0	0	0	0
ENSG00000236404	0	0	0	0	0	0
ENSG00000236405	0	0	0	0	0	0
ENSG00000236407	0	0	0	0	0	0
ENSG00000236408	0	0	0	0	0	0
ENSG00000236409	11	11	7	8	7	4
ENSG00000236411	0	0	0	2	2	0
ENSG00000236412	0	0	0	0	0	0
ENSG00000236413	0	0	0	0	0	0
ENSG00000236414	0	0	0	0	0	0
ENSG00000236417	0	0	0	0	0	0
ENSG00000236420	0	0	0	0	0	0
ENSG00000236423	11	13	4	8	6	2
ENSG00000236424	0	0	0	0	0	0
ENSG00000236425	0	0	0	0	0	0
ENSG00000236426	0	0	0	0	1	0
ENSG00000236427	0	0	0	0	0	0
ENSG00000236429	0	0	0	0	0	0
ENSG00000236430	0	0	2	0	0	1
ENSG00000236431	0	2	2	4	3	3
ENSG00000236432	26	32	23	20	30	22
ENSG00000236433	0	0	0	0	0	0
ENSG00000236434	0	3	0	0	0	0
ENSG00000236435	0	0	0	0	0	0
ENSG00000236436	0	0	0	0	0	0
ENSG00000236437	0	0	0	0	0	0
ENSG00000236438	40	65	50	63	85	53
ENSG00000236439	9	11	37	37	4	5
ENSG00000236440	0	0	0	0	0	0
ENSG00000236442	0	0	0	0	0	0
ENSG00000236444	0	1	1	4	4	4
ENSG00000236445	0	0	0	0	0	0
ENSG00000236446	0	0	0	0	0	0
ENSG00000236447	0	0	0	0	0	0
ENSG00000236449	0	0	0	0	0	0
ENSG00000236450	0	0	0	0	0	0
ENSG00000236451	2	6	9	12	1	2
ENSG00000236452	0	0	0	0	0	0
ENSG00000236453	0	0	0	1	0	0
ENSG00000236456	2	4	8	3	5	6
ENSG00000236457	0	0	0	0	0	0
ENSG00000236459	1	1	0	0	2	1
ENSG00000236460	0	0	0	0	0	0
ENSG00000236461	0	0	0	0	0	0
ENSG00000236463	0	0	0	0	0	0
ENSG00000236464	0	0	0	0	0	0
ENSG00000236466	0	0	0	0	0	0
ENSG00000236467	2	0	0	0	0	0
ENSG00000236468	0	0	0	0	0	0
ENSG00000236469	0	0	0	0	0	0
ENSG00000236471	0	0	0	0	0	0
ENSG00000236472	1	0	0	2	2	0
ENSG00000236473	0	0	1	0	1	0
ENSG00000236474	1	0	3	4	0	4
ENSG00000236475	0	0	0	0	0	0
ENSG00000236476	0	0	0	0	0	0
ENSG00000236477	0	0	0	0	0	0
ENSG00000236478	0	0	0	0	9	1
ENSG00000236480	3	1	11	0	7	4
ENSG00000236481	0	0	0	0	0	0
ENSG00000236483	0	0	1	0	1	4
ENSG00000236484	0	0	0	1	0	0
ENSG00000236485	0	0	0	0	0	0
ENSG00000236487	0	0	0	0	0	0
ENSG00000236489	2	1	0	1	4	0
ENSG00000236491	0	0	0	0	0	0
ENSG00000236493	0	2	3	0	1	5
ENSG00000236494	0	0	0	0	0	0
ENSG00000236495	0	0	0	0	0	0
ENSG00000236496	0	1	0	0	0	0
ENSG00000236497	0	0	0	0	0	0
ENSG00000236498	5	7	7	6	6	12
ENSG00000236499	127	133	176	173	163	124
ENSG00000236500	0	0	0	0	0	0
ENSG00000236501	0	1	0	1	0	0
ENSG00000236502	4	4	7	10	3	4
ENSG00000236503	0	0	0	0	0	0
ENSG00000236504	0	0	0	1	0	0
ENSG00000236505	0	0	0	0	1	0
ENSG00000236507	0	0	0	0	0	0
ENSG00000236508	0	0	0	0	0	0
ENSG00000236509	0	0	0	0	0	0
ENSG00000236510	0	0	0	0	0	0
ENSG00000236511	0	0	0	0	0	0
ENSG00000236512	3	2	3	0	1	0
ENSG00000236513	0	0	0	0	0	0
ENSG00000236514	0	1	4	3	1	6
ENSG00000236516	0	1	1	1	0	0
ENSG00000236518	0	0	0	0	0	0
ENSG00000236519	8	5	12	7	6	6
ENSG00000236520	0	0	0	0	0	0
ENSG00000236521	1	0	0	0	0	0
ENSG00000236523	0	0	0	0	0	0
ENSG00000236524	3	0	0	0	0	0
ENSG00000236525	0	0	0	0	0	0
ENSG00000236526	0	2	0	2	8	2
ENSG00000236527	0	3	1	1	2	1
ENSG00000236528	3	3	0	3	5	0
ENSG00000236529	3	5	6	8	4	4
ENSG00000236530	0	1	0	0	8	7
ENSG00000236531	0	0	0	0	0	0
ENSG00000236532	0	0	0	0	0	0
ENSG00000236533	0	0	0	0	0	0
ENSG00000236534	8	3	6	10	7	7
ENSG00000236535	0	0	0	0	0	1
ENSG00000236536	0	0	0	0	0	0
ENSG00000236537	24	18	33	31	70	47
ENSG00000236538	0	0	0	0	0	0
ENSG00000236539	1	1	1	0	0	0
ENSG00000236540	108	139	125	119	117	61
ENSG00000236541	0	0	0	0	0	0
ENSG00000236542	1	3	0	0	1	0
ENSG00000236543	0	0	0	0	0	0
ENSG00000236544	0	0	0	0	2	0
ENSG00000236545	0	2	0	0	6	1
ENSG00000236546	0	0	0	0	0	0
ENSG00000236548	2	1	0	2	5	2
ENSG00000236549	0	0	0	1	0	0
ENSG00000236550	0	0	0	0	0	0
ENSG00000236552	870	796	1649	1439	200	167
ENSG00000236554	0	0	0	0	0	1
ENSG00000236555	0	0	0	0	0	0
ENSG00000236556	0	0	0	0	0	0
ENSG00000236558	1	0	0	0	1	2
ENSG00000236559	0	3	5	4	6	4
ENSG00000236562	1	0	0	0	0	0
ENSG00000236564	0	0	0	0	0	0
ENSG00000236565	23	14	17	30	40	27
ENSG00000236567	2	1	3	0	0	0
ENSG00000236569	0	0	0	0	0	0
ENSG00000236570	1	0	1	3	6	11
ENSG00000236571	0	0	0	0	0	0
ENSG00000236572	0	0	0	0	0	0
ENSG00000236574	0	0	0	0	0	0
ENSG00000236575	0	0	0	0	0	0
ENSG00000236576	0	0	0	0	3	0
ENSG00000236577	1	2	3	0	0	1
ENSG00000236580	0	0	0	0	0	0
ENSG00000236581	0	0	0	0	2	2
ENSG00000236582	0	0	0	0	1	0
ENSG00000236583	0	0	0	1	0	0
ENSG00000236584	0	0	0	0	0	0
ENSG00000236590	0	0	0	0	0	0
ENSG00000236591	1	1	3	0	2	2
ENSG00000236592	0	0	0	0	2	1
ENSG00000236594	0	0	0	0	0	0
ENSG00000236595	0	0	0	0	0	0
ENSG00000236596	0	0	0	0	0	1
ENSG00000236597	0	0	0	0	0	0
ENSG00000236599	0	0	0	0	0	0
ENSG00000236601	0	0	0	0	0	0
ENSG00000236603	27	40	39	46	56	46
ENSG00000236604	0	0	0	0	0	0
ENSG00000236605	0	0	0	0	0	0
ENSG00000236606	0	0	0	0	0	0
ENSG00000236607	0	0	0	0	0	0
ENSG00000236608	0	0	0	0	0	0
ENSG00000236609	9	11	6	9	5	3
ENSG00000236610	0	0	0	0	0	0
ENSG00000236611	0	1	0	0	0	1
ENSG00000236612	0	0	0	0	0	0
ENSG00000236615	0	0	0	0	0	0
ENSG00000236616	0	0	0	0	0	0
ENSG00000236617	0	0	0	1	0	0
ENSG00000236618	160	140	145	145	54	39
ENSG00000236620	0	0	0	0	0	0
ENSG00000236621	0	0	0	0	0	0
ENSG00000236624	123	120	104	86	130	96
ENSG00000236626	0	0	0	0	0	0
ENSG00000236627	0	0	0	0	0	0
ENSG00000236634	0	0	0	0	0	0
ENSG00000236635	0	0	0	0	0	0
ENSG00000236636	0	0	0	0	1	0
ENSG00000236637	0	0	0	0	0	0
ENSG00000236638	0	0	0	0	0	0
ENSG00000236641	0	1	2	1	2	0
ENSG00000236643	4	4	2	2	0	1
ENSG00000236646	0	0	0	0	0	0
ENSG00000236647	0	0	0	0	0	0
ENSG00000236648	0	0	0	0	0	0
ENSG00000236651	6	5	2	3	4	3
ENSG00000236653	0	0	0	0	0	0
ENSG00000236654	1	0	0	0	0	0
ENSG00000236655	0	0	0	0	0	0
ENSG00000236656	0	0	0	0	0	0
ENSG00000236658	2	2	1	0	1	1
ENSG00000236660	0	0	0	0	0	0
ENSG00000236662	0	5	3	3	4	3
ENSG00000236663	0	0	0	0	0	0
ENSG00000236664	0	0	0	0	0	0
ENSG00000236665	0	0	0	0	0	0
ENSG00000236666	0	0	0	0	0	0
ENSG00000236667	0	0	0	0	0	0
ENSG00000236668	1	3	0	0	0	0
ENSG00000236669	0	0	0	0	0	0
ENSG00000236670	7	4	1	5	5	5
ENSG00000236671	68	71	64	73	93	57
ENSG00000236673	1	2	0	43	2	0
ENSG00000236674	0	0	0	0	0	0
ENSG00000236675	100	84	76	98	39	45
ENSG00000236676	0	0	0	0	0	0
ENSG00000236677	1	0	0	0	0	1
ENSG00000236678	0	0	0	0	0	0
ENSG00000236679	0	0	0	0	0	0
ENSG00000236680	1	1	0	0	0	4
ENSG00000236681	0	0	0	0	0	0
ENSG00000236682	11	6	5	7	6	11
ENSG00000236683	26	15	29	16	6	9
ENSG00000236684	0	0	0	0	0	0
ENSG00000236686	0	1	1	2	3	1
ENSG00000236687	0	0	0	0	0	0
ENSG00000236689	0	0	0	0	0	0
ENSG00000236690	0	0	0	0	0	0
ENSG00000236691	0	0	0	0	0	0
ENSG00000236692	0	0	1	0	0	0
ENSG00000236695	0	0	0	0	0	0
ENSG00000236698	24	22	32	24	32	38
ENSG00000236699	6	5	9	8	11	8
ENSG00000236700	0	0	0	0	0	0
ENSG00000236701	0	0	0	0	2	1
ENSG00000236703	0	0	0	0	0	0
ENSG00000236704	0	0	0	0	0	0
ENSG00000236708	0	0	0	0	0	0
ENSG00000236709	0	0	0	0	0	0
ENSG00000236710	5	4	1	2	2	5
ENSG00000236711	0	0	0	0	0	0
ENSG00000236712	0	0	0	0	0	0
ENSG00000236713	0	0	1	0	1	0
ENSG00000236714	5	9	7	29	15	6
ENSG00000236716	0	0	0	0	0	0
ENSG00000236717	0	0	0	0	0	0
ENSG00000236718	0	0	0	0	0	0
ENSG00000236719	0	0	0	0	0	0
ENSG00000236720	0	0	0	0	0	0
ENSG00000236722	0	0	0	0	0	0
ENSG00000236723	0	0	0	0	0	0
ENSG00000236724	0	0	0	0	0	0
ENSG00000236731	0	0	0	0	0	0
ENSG00000236732	0	0	0	0	1	0
ENSG00000236733	0	0	0	0	0	0
ENSG00000236734	0	0	0	0	1	0
ENSG00000236735	1	0	1	4	3	3
ENSG00000236736	0	0	0	0	0	0
ENSG00000236737	0	0	0	0	0	0
ENSG00000236739	0	0	3	0	1	0
ENSG00000236740	2	0	0	0	0	1
ENSG00000236741	0	0	0	0	0	0
ENSG00000236742	0	0	0	0	0	0
ENSG00000236743	0	0	0	0	0	0
ENSG00000236744	0	0	0	0	0	0
ENSG00000236745	0	1	0	0	3	1
ENSG00000236747	0	0	0	0	0	0
ENSG00000236748	0	0	0	0	0	0
ENSG00000236750	1	0	0	2	1	1
ENSG00000236751	8	10	23	12	26	15
ENSG00000236753	63	70	80	87	78	61
ENSG00000236754	0	0	1	1	1	0
ENSG00000236756	1	5	2	3	7	4
ENSG00000236757	0	0	1	0	0	0
ENSG00000236758	0	0	0	1	0	0
ENSG00000236760	0	2	1	1	0	0
ENSG00000236761	1	0	0	2	2	0
ENSG00000236762	2	0	1	4	0	0
ENSG00000236763	0	0	0	0	0	0
ENSG00000236764	0	0	0	0	0	0
ENSG00000236768	0	0	0	0	0	0
ENSG00000236769	0	0	0	0	0	0
ENSG00000236770	0	0	0	0	0	0
ENSG00000236772	1	3	0	1	0	0
ENSG00000236773	2	4	5	3	1	5
ENSG00000236775	0	0	0	0	0	1
ENSG00000236776	0	0	0	0	0	0
ENSG00000236777	0	0	0	0	0	0
ENSG00000236778	16	10	14	10	22	20
ENSG00000236779	2	0	0	1	2	0
ENSG00000236780	0	0	0	0	0	0
ENSG00000236782	5	5	7	6	1	1
ENSG00000236783	0	0	0	0	0	0
ENSG00000236785	0	0	0	0	0	0
ENSG00000236786	0	0	0	0	0	0
ENSG00000236787	0	0	0	0	0	0
ENSG00000236790	0	0	0	0	0	0
ENSG00000236791	0	0	0	0	0	0
ENSG00000236792	1	1	1	1	1	4
ENSG00000236794	0	0	1	1	2	2
ENSG00000236795	0	0	0	0	0	0
ENSG00000236796	0	0	0	0	1	0
ENSG00000236797	0	0	0	0	0	0
ENSG00000236799	1	1	1	0	2	0
ENSG00000236800	0	0	0	0	0	0
ENSG00000236801	23	17	25	40	18	22
ENSG00000236803	0	0	0	0	0	0
ENSG00000236804	0	0	0	0	0	0
ENSG00000236806	0	0	0	0	0	0
ENSG00000236807	0	0	0	0	0	0
ENSG00000236809	1	2	1	0	2	0
ENSG00000236810	24	26	23	32	15	13
ENSG00000236811	1	1	1	3	2	2
ENSG00000236813	0	0	0	1	0	0
ENSG00000236814	5	8	9	17	18	8
ENSG00000236816	0	0	2	0	1	2
ENSG00000236817	0	0	0	0	0	0
ENSG00000236818	0	0	0	0	0	0
ENSG00000236819	0	0	0	0	0	0
ENSG00000236822	2	0	0	0	0	0
ENSG00000236823	0	0	0	0	0	0
ENSG00000236824	1300	1150	842	1103	56	64
ENSG00000236825	0	0	0	0	0	0
ENSG00000236827	0	0	0	0	0	0
ENSG00000236828	0	0	0	0	0	0
ENSG00000236829	25	25	19	24	9	12
ENSG00000236830	6	14	7	10	9	4
ENSG00000236831	0	0	0	0	0	0
ENSG00000236832	0	0	0	0	0	0
ENSG00000236833	2	2	6	1	3	2
ENSG00000236834	0	0	0	0	0	0
ENSG00000236836	0	0	0	0	0	0
ENSG00000236837	0	0	0	0	0	0
ENSG00000236838	0	0	0	0	0	0
ENSG00000236839	0	0	0	0	0	0
ENSG00000236841	1	0	0	0	0	0
ENSG00000236842	3	3	5	0	0	0
ENSG00000236844	0	1	0	1	1	3
ENSG00000236846	0	2	0	0	0	1
ENSG00000236847	0	0	0	0	0	0
ENSG00000236848	0	5	0	3	1	1
ENSG00000236849	0	0	0	0	0	0
ENSG00000236850	13	19	25	30	17	10
ENSG00000236852	0	1	1	0	4	3
ENSG00000236853	0	0	0	0	0	0
ENSG00000236854	0	0	0	0	0	0
ENSG00000236856	0	0	0	0	0	0
ENSG00000236857	0	1	0	0	0	0
ENSG00000236858	0	0	0	0	0	0
ENSG00000236859	37	32	38	37	48	32
ENSG00000236860	0	0	0	0	0	0
ENSG00000236861	5	5	4	7	4	4
ENSG00000236862	0	0	0	0	1	0
ENSG00000236863	0	0	0	0	1	0
ENSG00000236864	0	0	0	0	0	0
ENSG00000236866	0	3	0	1	1	0
ENSG00000236867	0	1	0	0	1	1
ENSG00000236869	4	6	4	2	17	9
ENSG00000236870	0	0	0	0	0	0
ENSG00000236871	20	27	18	21	22	6
ENSG00000236872	0	0	0	0	0	0
ENSG00000236874	0	0	0	0	0	0
ENSG00000236875	0	2	0	0	1	0
ENSG00000236876	0	2	1	0	1	2
ENSG00000236877	0	0	0	0	0	0
ENSG00000236878	1	0	0	0	1	0
ENSG00000236880	0	0	0	0	0	0
ENSG00000236882	3	7	5	4	6	2
ENSG00000236883	0	0	0	0	0	0
ENSG00000236885	0	0	0	0	0	0
ENSG00000236886	0	0	0	0	0	0
ENSG00000236887	0	1	0	0	4	0
ENSG00000236888	0	0	0	0	0	0
ENSG00000236889	0	1	0	0	0	1
ENSG00000236890	1	0	0	1	2	0
ENSG00000236892	0	0	0	0	0	0
ENSG00000236893	1	0	0	1	0	0
ENSG00000236894	0	0	0	0	0	0
ENSG00000236896	2	2	0	4	7	6
ENSG00000236897	0	0	0	0	0	0
ENSG00000236900	0	0	0	0	0	0
ENSG00000236901	123	166	139	121	166	131
ENSG00000236905	2	1	1	3	3	2
ENSG00000236907	0	0	0	0	0	0
ENSG00000236908	6	6	12	13	19	10
ENSG00000236909	0	0	0	0	0	0
ENSG00000236911	0	0	0	0	0	0
ENSG00000236913	0	0	0	0	1	0
ENSG00000236914	24	10	16	10	5	6
ENSG00000236915	0	0	2	0	0	0
ENSG00000236917	0	0	0	0	0	0
ENSG00000236919	0	0	0	0	0	0
ENSG00000236920	0	0	0	0	0	0
ENSG00000236921	0	0	0	0	0	0
ENSG00000236922	0	0	0	0	0	0
ENSG00000236924	32	21	28	14	12	13
ENSG00000236928	0	3	2	0	1	1
ENSG00000236929	0	0	0	0	0	0
ENSG00000236930	0	0	0	0	0	0
ENSG00000236931	0	0	0	0	0	0
ENSG00000236932	0	0	0	0	0	0
ENSG00000236933	1	1	0	0	0	1
ENSG00000236935	1	2	5	0	2	0
ENSG00000236936	0	0	0	0	0	0
ENSG00000236937	0	0	1	0	17	22
ENSG00000236938	0	0	0	0	0	0
ENSG00000236939	0	0	0	0	0	0
ENSG00000236940	0	1	0	1	0	0
ENSG00000236941	0	0	0	0	0	0
ENSG00000236942	0	1	1	1	12	3
ENSG00000236943	27	16	30	21	21	9
ENSG00000236944	0	0	0	0	1	0
ENSG00000236946	0	0	0	0	0	0
ENSG00000236947	5	5	13	5	4	2
ENSG00000236948	0	0	0	0	0	0
ENSG00000236950	0	0	0	0	0	0
ENSG00000236951	0	0	0	0	0	0
ENSG00000236953	2	4	1	0	7	2
ENSG00000236956	0	0	0	0	0	0
ENSG00000236957	0	0	0	0	0	0
ENSG00000236958	0	0	0	0	0	0
ENSG00000236959	0	0	0	0	0	0
ENSG00000236960	0	0	0	0	0	0
ENSG00000236961	0	0	1	1	0	0
ENSG00000236963	1	0	0	0	0	0
ENSG00000236965	0	0	0	0	0	0
ENSG00000236966	0	0	0	0	0	0
ENSG00000236968	0	0	0	0	0	0
ENSG00000236969	0	0	0	0	0	0
ENSG00000236972	1	1	2	2	4	3
ENSG00000236973	0	0	0	0	0	0
ENSG00000236975	0	0	0	0	0	0
ENSG00000236976	0	0	1	0	0	0
ENSG00000236977	0	0	0	0	0	0
ENSG00000236978	0	0	0	0	0	0
ENSG00000236980	0	0	0	0	0	0
ENSG00000236981	0	0	0	0	0	0
ENSG00000236982	0	0	0	0	0	0
ENSG00000236983	0	2	0	1	3	2
ENSG00000236984	0	0	0	0	0	0
ENSG00000236985	0	0	0	0	0	0
ENSG00000236986	0	3	2	1	2	2
ENSG00000236987	0	0	0	0	0	0
ENSG00000236988	0	0	0	0	0	0
ENSG00000236989	0	0	0	0	0	0
ENSG00000236990	0	0	0	0	0	0
ENSG00000236991	3	7	6	7	37	13
ENSG00000236992	17	15	15	18	4	2
ENSG00000236993	0	0	0	0	1	1
ENSG00000236994	0	0	0	0	0	0
ENSG00000236996	0	0	0	0	0	0
ENSG00000236998	0	0	2	0	1	1
ENSG00000236999	0	0	0	0	0	0
ENSG00000237000	0	0	0	0	0	0
ENSG00000237001	0	0	0	0	0	0
ENSG00000237002	0	0	0	0	0	0
ENSG00000237003	0	0	0	0	0	0
ENSG00000237004	133	129	113	94	24	22
